DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
All Metro Gov,6/6/2015,NO,YES,Cut or Laceration,1,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,NO,NO,Cut or Laceration,2,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Exposure to Substance,1,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Infection,1,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Multiple injuries,1,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Sprain  (ligament),1,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,NO,YES,Sprain  (ligament),2,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,NO,YES,Strain (muscle/tendon),6,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Strain (muscle/tendon),6,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,5/23/2015,YES,YES,"Concussion-Brain, cerebral",1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Cut or Laceration,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Fracture,3,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,NO,NO,Fracture,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Inflamation,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,NO,NO,Insect Bite,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Irritation,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,NO,YES,Other,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,NO,YES,Sprain  (ligament),1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,NO,NO,Strain (muscle/tendon),1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Strain (muscle/tendon),5,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/23/2015,YES,YES,Tear of muscle/tendon/ligament,1,11847837.24,200,349,462,3.376143611,5.891370601,7.798891741
All Metro Gov,5/9/2015,YES,YES,Animal Bite,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,NO,NO,Bloodborne Pathogen Exposure,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,YES,YES,Crushing,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,NO,YES,Crushing,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,NO,NO,Cut or Laceration,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,YES,YES,Fracture,2,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,YES,YES,Inflamation,1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,NO,YES,Sprain  (ligament),1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,YES,YES,Sprain  (ligament),1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,YES,YES,Strain (muscle/tendon),1,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,5/9/2015,NO,YES,Strain (muscle/tendon),4,11851664.14,194,349,469,3.273801852,5.88946828,7.914500354
All Metro Gov,4/25/2015,YES,YES,Animal Bite,1,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,NO,NO,Bloodborne Pathogen Exposure,1,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,YES,YES,Contusion/Bruise,1,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,NO,YES,Contusion/Bruise,2,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,YES,YES,Multiple injuries,2,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,YES,YES,Sprain  (ligament),2,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,YES,YES,Strain (muscle/tendon),4,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,NO,YES,Strain (muscle/tendon),1,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/25/2015,NO,YES,Tear of muscle/tendon/ligament,1,11854805.07,202,356,482,3.407900827,6.006003437,8.131723755
All Metro Gov,4/11/2015,NO,NO,Bloodborne Pathogen Exposure,1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,Contusion/Bruise,1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,YES,YES,Contusion/Bruise,2,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,Crushing,1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,YES,YES,Cut or Laceration,1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,NO,Exposure to Substance,2,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,"Scratches, abrasions-superficial",1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,Sprain  (ligament),1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,Strain (muscle/tendon),6,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,YES,YES,Strain (muscle/tendon),2,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,4/11/2015,NO,YES,Tear of muscle/tendon/ligament,1,11846331.25,199,354,488,3.359689945,5.976533872,8.238837655
All Metro Gov,3/28/2015,NO,NO,Bloodborne Pathogen Exposure,3,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,"Concussion-Brain, cerebral",3,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,Contusion/Bruise,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,NO,Cut or Laceration,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,Dislocation,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,NO,Infection,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,YES,Inflamation,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,Other,2,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,YES,Other,1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,Sprain  (ligament),1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,YES,Sprain  (ligament),1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,YES,YES,Strain (muscle/tendon),1,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/28/2015,NO,YES,Strain (muscle/tendon),4,11855464.39,201,350,485,3.390841445,5.904450277,8.181881098
All Metro Gov,3/14/2015,NO,NO,Bloodborne Pathogen Exposure,2,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Contusion/Bruise,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,YES,Contusion/Bruise,2,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Cut or Laceration,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Dislocation,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Fracture,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,NO,Other,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,NO,Puncture,1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,NO,"Scratches, abrasions-superficial",1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,YES,Sprain  (ligament),1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Sprain  (ligament),1,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,YES,YES,Strain (muscle/tendon),5,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,3/14/2015,NO,YES,Strain (muscle/tendon),4,11857100.69,203,347,482,3.424108563,5.853032863,8.130149395
All Metro Gov,2/28/2015,YES,YES,"Concussion-Brain, cerebral",1,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,YES,YES,Contusion/Bruise,4,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,NO,YES,Other,1,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,YES,YES,Other,1,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,YES,YES,Puncture,1,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,NO,YES,Sprain  (ligament),2,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,YES,YES,Sprain  (ligament),2,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,NO,YES,Strain (muscle/tendon),4,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,YES,YES,Strain (muscle/tendon),3,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/28/2015,NO,NO,Sudden Illness,1,11868110.18,207,348,486,3.488339708,5.864455161,8.190014967
All Metro Gov,2/14/2015,NO,NO,Bloodborne Pathogen Exposure,3,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,YES,YES,"Concussion-Brain, cerebral",1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,NO,YES,Contusion/Bruise,1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,NO,NO,Exposure to Substance,1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,YES,YES,Sprain  (ligament),1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,NO,YES,Sprain  (ligament),1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,NO,YES,Strain (muscle/tendon),2,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,YES,YES,Strain (muscle/tendon),2,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,2/14/2015,NO,NO,Strain (muscle/tendon),1,11883001.45,205,346,485,3.45030674,5.823444547,8.162920825
All Metro Gov,1/31/2015,NO,YES,NULL,1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,YES,YES,Bloodborne Pathogen Exposure,1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,NO,NO,Bloodborne Pathogen Exposure,1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,YES,YES,"Concussion-Brain, cerebral",1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,YES,YES,Contusion/Bruise,1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,YES,YES,Crushing,1,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,YES,YES,Strain (muscle/tendon),2,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/31/2015,NO,YES,Strain (muscle/tendon),2,11881052.53,218,364,506,3.669708546,6.12740326,8.517763872
All Metro Gov,1/17/2015,NO,NO,Animal Bite,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,NO,NO,Bloodborne Pathogen Exposure,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,"Concussion-Brain, cerebral",1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,Contusion/Bruise,2,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,NO,YES,Contusion/Bruise,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,Cut or Laceration,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,NO,YES,Cut or Laceration,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,Multiple injuries,1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,NO,YES,Sprain  (ligament),1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,Sprain  (ligament),1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,YES,YES,Strain (muscle/tendon),3,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/17/2015,NO,YES,Strain (muscle/tendon),1,11883911.78,227,375,520,3.820290899,6.311053247,8.751327169
All Metro Gov,1/3/2015,NO,NO,Bloodborne Pathogen Exposure,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,NO,YES,Contusion/Bruise,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,YES,YES,Contusion/Bruise,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,YES,YES,Dislocation,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,YES,YES,Fracture,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,NO,YES,Hyperextension,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,YES,YES,Other,1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,YES,YES,Strain (muscle/tendon),1,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,1/3/2015,NO,YES,Strain (muscle/tendon),2,11896295.39,230,380,525,3.866749984,6.388543452,8.826277138
All Metro Gov,12/20/2014,NO,NO,Bloodborne Pathogen Exposure,3,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,"Concussion-Brain, cerebral",1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Cut or Laceration,2,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Exposure to Substance,1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,YES,YES,Fracture,1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Inflamation,1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,NO,Other,1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,YES,Sprain  (ligament),1,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,YES,YES,Strain (muscle/tendon),4,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/20/2014,NO,YES,Strain (muscle/tendon),2,11897184.98,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,NO,Bloodborne Pathogen Exposure,2,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,"Concussion-Brain, cerebral",1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Cut or Laceration,1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Inhilation of an unknown substance,1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,NO,Other,1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Other,1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Sprain  (ligament),1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,YES,Sprain  (ligament),1,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,NO,YES,Strain (muscle/tendon),2,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,12/6/2014,YES,YES,Strain (muscle/tendon),3,11905594.8,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Chemical Exposure,1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Contusion/Bruise,3,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Cut or Laceration,2,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Fracture,1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Fracture,1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Sprain  (ligament),1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Sprain  (ligament),1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,YES,YES,Strain (muscle/tendon),2,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/22/2014,NO,YES,Strain (muscle/tendon),1,11910459.16,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Bloodborne Pathogen Exposure,4,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,"Concussion-Brain, cerebral",2,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Contusion/Bruise,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,YES,YES,Cut or Laceration,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Exhaustion,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Fracture,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Human Bite,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,NO,Puncture,1,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Sprain  (ligament),3,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,NO,YES,Strain (muscle/tendon),2,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,11/8/2014,YES,YES,Strain (muscle/tendon),3,11913984.23,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Bloodborne Pathogen Exposure,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,"Concussion-Brain, cerebral",1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Cut or Laceration,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,YES,Fracture,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Hernia,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Multiple injuries,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Puncture,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,NO,Sprain  (ligament),1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Sprain  (ligament),1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Strain (muscle/tendon),1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,NO,YES,Strain (muscle/tendon),4,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/25/2014,YES,YES,Sudden Illness,1,11924712.84,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,NULL,1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,"Concussion-Brain, cerebral",1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,Contusion/Bruise,2,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Crushing,1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Cut or Laceration,1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Cut or Laceration,2,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Eye Injury,1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Other,1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,NO,Puncture,2,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,Sprain  (ligament),1,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,NO,YES,Sprain  (ligament),2,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,10/11/2014,YES,YES,Strain (muscle/tendon),2,11924751.22,NULL,NULL,NULL,NULL,NULL,NULL
All Metro Gov,9/27/2014,YES,YES,Contusion/Bruise,4,11928213.09,NULL,NULL,NULL,NULL,NULL,NULL
